,ID,abstract,Title,Journal,Publication_date,first,last
18,21280159,"Membrane depolarization has been shown to play an important role in the neural differentiation of stem cells and in the survival and function of mature neurons. Here, we introduce a microbial opsin into ESCs and develop optogenetic technology for stem cell engineering applications, with an automated system for noninvasive modulation of ESC differentiation employing fast optogenetic control of ion flux. Mouse ESCs were stably transduced with channelrhodopsin-2 (ChR2)-yellow fluorescent protein and purified by fluorescence activated cell sorting (FACS). Illumination of resulting ChR2-ESCs with pulses of blue light triggered inward currents. These labeled ESCs retained the capability to differentiate into functional mature neurons, assessed by the presence of voltage-gated sodium currents, action potentials, fast excitatory synaptic transmission, and expression of mature neuronal proteins and neuronal morphology. We designed and tested an apparatus for optically stimulating ChR2-ESCs during chronic neuronal differentiation, with high-speed optical switching on a custom robotic stage with environmental chamber for automated stimulation and imaging over days, with tracking for increased expression of neural and neuronal markers. These data point to potential uses of ChR2 technology for chronic and temporally precise noninvasive optical control of ESCs both in vitro and in vivo, ranging from noninvasive control of stem cell differentiation to causal assessment of the specific contribution of transplanted cells to tissue and network function.",Tracking stem cell differentiation in the setting of automated optogenetic stimulation.,"Stem cells (Dayton, Ohio)",2011 Jan,"Stroh, Albrecht","Schneider, M Bret"
19,21278729,"Optogenetics is a technique for controlling subpopulations of neurons in the intact brain using light. This technique has the potential to enhance basic systems neuroscience research and to inform the mechanisms and treatment of brain injury and disease. Before launching large-scale primate studies, the method needs to be further characterized and adapted for use in the primate brain. We assessed the safety and efficiency of two viral vector systems (lentivirus and adeno-associated virus), two human promoters (human synapsin (hSyn) and human thymocyte-1 (hThy-1)) and three excitatory and inhibitory mammalian codon-optimized opsins (channelrhodopsin-2, enhanced Natronomonas pharaonis halorhodopsin and the step-function opsin), which we characterized electrophysiologically, histologically and behaviorally in rhesus monkeys (Macaca mulatta). We also introduced a new device for measuring in vivo fluorescence over time, allowing minimally invasive assessment of construct expression in the intact brain. We present a set of optogenetic tools designed for optogenetic experiments in the non-human primate brain.",An optogenetic toolbox designed for primates.,Nature neuroscience,2011 Mar,"Diester, Ilka","Shenoy, Krishna V"
20,21257365,"Neural prosthetic systems aim to help disabled patients by translating neural signals from the brain into control signals for guiding computer cursors, prosthetic arms, and other assistive devices. Intracortical electrode arrays measure action potentials and local field potentials from individual neurons, or small populations of neurons, in the motor cortices and can provide considerable information for controlling prostheses. Despite several compelling proof-of-concept laboratory animal experiments and an initial human clinical trial, at least three key challenges remain which, if left unaddressed, may hamper the translation of these systems into widespread clinical use. We review these challenges: achieving able-bodied levels of performance across tasks and across environments, achieving robustness across multiple decades, and restoring able-bodied quality proprioception and somatosensation. We also describe some emerging opportunities for meeting these challenges. If these challenges can be largely or fully met, intracortically based neural prostheses may achieve true clinical viability and help increasing numbers of disabled patients.",Challenges and opportunities for next-generation intracortically based neural prostheses.,IEEE transactions on bio-medical engineering,2011 Jul,"Gilja, Vikash","Shenoy, Krishna V"
21,21209835,"BACKGROUND: Addictive drugs have in common that they cause surges in dopamine (DA) concentration in the mesolimbic reward system and elicit synaptic plasticity in DA neurons of the ventral tegmental area (VTA). Cocaine for example drives insertion of GluA2-lacking AMPA receptors (AMPARs) at glutamatergic synapes in DA neurons. However it remains elusive which molecular target of cocaine drives such AMPAR redistribution and whether other addictive drugs (morphine and nicotine) cause similar changes through their effects on the mesolimbic DA system. METHODOLOGY/PRINCIPAL FINDINGS: We used in vitro electrophysiological techniques in wild-type and transgenic mice to observe the modulation of excitatory inputs onto DA neurons by addictive drugs. To observe AMPAR redistribution, post-embedding immunohistochemistry for GluA2 AMPAR subunit was combined with electron microscopy. We also used a double-floxed AAV virus expressing channelrhodopsin together with a DAT Cre mouse line to selectively express ChR2 in VTA DA neurons. We find that in mice where the effect of cocaine on the dopamine transporter (DAT) is specifically blocked, AMPAR redistribution was absent following administration of the drug. Furthermore, addictive drugs known to increase dopamine levels cause a similar AMPAR redistribution. Finally, activating DA VTA neurons optogenetically is sufficient to drive insertion of GluA2-lacking AMPARs, mimicking the changes observed after a single injection of morphine, nicotine or cocaine. CONCLUSIONS/SIGNIFICANCE: We propose the mesolimbic dopamine system as a point of convergence at which addictive drugs can alter neural circuits. We also show that direct activation of DA neurons is sufficient to drive AMPAR redistribution, which may be a mechanism associated with early steps of non-substance related addictions.",Drug-driven AMPA receptor redistribution mimicked by selective dopamine neuron stimulation.,PloS one,2010 Dec 31,"Brown, Matthew T C","Luscher, Christian"
22,21191368,"Optogenetics is a technology that allows targeted, fast control of precisely defined events in biological systems as complex as freely moving mammals. By delivering optical control at the speed (millisecond-scale) and with the precision (cell type-specific) required for biological processing, optogenetic approaches have opened new landscapes for the study of biology, both in health and disease.",Optogenetics.,Nature methods,2011 Jan,"Deisseroth, Karl","Deisseroth, Karl"
23,21164015,"Cholinergic neurons are widespread, and pharmacological modulation of acetylcholine receptors affects numerous brain processes, but such modulation entails side effects due to limitations in specificity for receptor type and target cell. As a result, causal roles of cholinergic neurons in circuits have been unclear. We integrated optogenetics, freely moving mammalian behavior, in vivo electrophysiology, and slice physiology to probe the cholinergic interneurons of the nucleus accumbens by direct excitation or inhibition. Despite representing less than 1% of local neurons, these cholinergic cells have dominant control roles, exerting powerful modulation of circuit activity. Furthermore, these neurons could be activated by cocaine, and silencing this drug-induced activity during cocaine exposure (despite the fact that the manipulation of the cholinergic interneurons was not aversive by itself) blocked cocaine conditioning in freely moving mammals.",Cholinergic interneurons control local circuit activity and cocaine conditioning.,"Science (New York, N.Y.)",2010 Dec 17,"Witten, Ilana B","Deisseroth, Karl"
24,21123555,"Brain stimulation and imaging studies in humans have highlighted a key role for the prefrontal cortex in clinical depression; however, it remains unknown whether excitation or inhibition of prefrontal cortical neuronal activity is associated with antidepressant responses. Here, we examined cellular indicators of functional activity, including the immediate early genes (IEGs) zif268 (egr1), c-fos, and arc, in the prefrontal cortex of clinically depressed humans obtained postmortem. We also examined these genes in the ventral portion of the medial prefrontal cortex (mPFC) of mice after chronic social defeat stress, a mouse model of depression. In addition, we used viral vectors to overexpress channel rhodopsin 2 (a light-activated cation channel) in mouse mPFC to optogenetically drive ""burst"" patterns of cortical firing in vivo and examine the behavioral consequences. Prefrontal cortical tissue derived from clinically depressed humans displayed significant reductions in IEG expression, consistent with a deficit in neuronal activity within this brain region. Mice subjected to chronic social defeat stress exhibited similar reductions in levels of IEG expression in mPFC. Interestingly, some of these changes were not observed in defeated mice that escape the deleterious consequences of the stress, i.e., resilient animals. In those mice that expressed a strong depressive-like phenotype, i.e., susceptible animals, optogenetic stimulation of mPFC exerted potent antidepressant-like effects, without affecting general locomotor activity, anxiety-like behaviors, or social memory. These results indicate that the activity of the mPFC is a key determinant of depression-like behavior, as well as antidepressant responses.",Antidepressant effect of optogenetic stimulation of the medial prefrontal cortex.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2010 Dec 1,"Covington, Herbert E 3rd","Nestler, Eric J"
25,21068837,"The central amygdala (CEA), a nucleus predominantly composed of GABAergic inhibitory neurons, is essential for fear conditioning. How the acquisition and expression of conditioned fear are encoded within CEA inhibitory circuits is not understood. Using in vivo electrophysiological, optogenetic and pharmacological approaches in mice, we show that neuronal activity in the lateral subdivision of the central amygdala (CEl) is required for fear acquisition, whereas conditioned fear responses are driven by output neurons in the medial subdivision (CEm). Functional circuit analysis revealed that inhibitory CEA microcircuits are highly organized and that cell-type-specific plasticity of phasic and tonic activity in the CEl to CEm pathway may gate fear expression and regulate fear generalization. Our results define the functional architecture of CEA microcircuits and their role in the acquisition and regulation of conditioned fear behaviour.",Encoding of conditioned fear in central amygdala inhibitory circuits.,Nature,2010 Nov 11,"Ciocchi, Stephane","Luthi, Andreas"
26,21068836,"The role of different amygdala nuclei (neuroanatomical subdivisions) in processing Pavlovian conditioned fear has been studied extensively, but the function of the heterogeneous neuronal subtypes within these nuclei remains poorly understood. Here we use molecular genetic approaches to map the functional connectivity of a subpopulation of GABA-containing neurons, located in the lateral subdivision of the central amygdala (CEl), which express protein kinase C-delta (PKC-delta). Channelrhodopsin-2-assisted circuit mapping in amygdala slices and cell-specific viral tracing indicate that PKC-delta(+) neurons inhibit output neurons in the medial central amygdala (CEm), and also make reciprocal inhibitory synapses with PKC-delta(-) neurons in CEl. Electrical silencing of PKC-delta(+) neurons in vivo suggests that they correspond to physiologically identified units that are inhibited by the conditioned stimulus, called CEl(off) units. This correspondence, together with behavioural data, defines an inhibitory microcircuit in CEl that gates CEm output to control the level of conditioned freezing.",Genetic dissection of an amygdala microcircuit that gates conditioned fear.,Nature,2010 Nov 11,"Haubensak, Wulf","Anderson, David J"
27,21037585,"Neural activity in the noradrenergic locus coeruleus correlates with periods of wakefulness and arousal. However, it is unclear whether tonic or phasic activity in these neurons is necessary or sufficient to induce transitions between behavioral states and to promote long-term arousal. Using optogenetic tools in mice, we found that there is a frequency-dependent, causal relationship among locus coeruleus firing, cortical activity, sleep-to-wake transitions and general locomotor arousal. We also found that sustained, high-frequency stimulation of the locus coeruleus at frequencies of 5 Hz and above caused reversible behavioral arrests. These results suggest that the locus coeruleus is finely tuned to regulate organismal arousal and that bursts of noradrenergic overexcitation cause behavioral attacks that resemble those seen in people with neuropsychiatric disorders.",Tuning arousal with optogenetic modulation of locus coeruleus neurons.,Nature neuroscience,2010 Dec,"Carter, Matthew E","de Lecea, Luis"
28,20947769,"The nucleus accumbens is a key mediator of cocaine reward, but the distinct roles of the two subpopulations of nucleus accumbens projection neurons, those expressing dopamine D1 versus D2 receptors, are poorly understood. We show that deletion of TrkB, the brain-derived neurotrophic factor (BDNF) receptor, selectively from D1+ or D2+ neurons oppositely affects cocaine reward. Because loss of TrkB in D2+ neurons increases their neuronal excitability, we next used optogenetic tools to control selectively the firing rate of D1+ and D2+ nucleus accumbens neurons and studied consequent effects on cocaine reward. Activation of D2+ neurons, mimicking the loss of TrkB, suppresses cocaine reward, with opposite effects induced by activation of D1+ neurons. These results provide insight into the molecular control of D1+ and D2+ neuronal activity as well as the circuit-level contribution of these cell types to cocaine reward.",Cell type-specific loss of BDNF signaling mimics optogenetic control of cocaine reward.,"Science (New York, N.Y.)",2010 Oct 15,"Lobo, Mary Kay","Nestler, Eric J"
29,20871612,"A drawback of electrical stimulation for muscle control is that large, fatigable motor units are preferentially recruited before smaller motor units by the lowest-intensity electrical cuff stimulation. This phenomenon limits therapeutic applications because it is precisely the opposite of the normal physiological (orderly) recruitment pattern; therefore, a mechanism to achieve orderly recruitment has been a long-sought goal in physiology, medicine and engineering. Here we demonstrate a technology for reliable orderly recruitment in vivo. We find that under optical control with microbial opsins, recruitment of motor units proceeds in the physiological recruitment sequence, as indicated by multiple independent measures of motor unit recruitment including conduction latency, contraction and relaxation times, stimulation threshold and fatigue. As a result, we observed enhanced performance and reduced fatigue in vivo. These findings point to an unanticipated new modality of neural control with broad implications for nervous system and neuromuscular physiology, disease research and therapeutic innovation.",Orderly recruitment of motor units under optical control in vivo.,Nature medicine,2010 Oct,"Llewellyn, Michael E","Delp, Scott L"
30,20827747,"Current methods to examine and regulate the functional integration and plasticity of human ESC (hESC)-derived neurons are cumbersome and technically challenging. Here, we engineered hESCs and their derivatives to express the light-gated channelrhodopsin-2 (ChR2) protein to overcome these deficiencies. Optogenetic targeting of hESC-derived neurons with ChR2 linked to the mCherry fluorophore allowed reliable cell tracking as well as light-induced spiking at physiological frequencies. Optically induced excitatory and inhibitory postsynaptic currents could be elicited in either ChR2(+) or ChR2(-) neurons in vitro and in acute brain slices taken from transplanted severe combined immunodeficient (SCID) mice. Furthermore, we created a clonal hESC line that expresses ChR2-mCherry under the control of the synapsin-1 promoter. On neuronal differentiation, ChR2-mCherry expression was restricted to neurons and was stably expressed for at least 6 months, providing more predictable light-induced currents than transient infections. This pluripotent cell line will allow both in vitro and in vivo analysis of functional development as well as the integration capacity of neuronal populations for cell-replacement strategies.",Functional control of transplantable human ESC-derived neurons via optogenetic targeting.,"Stem cells (Dayton, Ohio)",2010 Nov,"Weick, Jason P","Zhang, Su-Chun"
31,20647426,"Astrocytes provide structural and metabolic support for neuronal networks, but direct evidence demonstrating their active role in complex behaviors is limited. Central respiratory chemosensitivity is an essential mechanism that, via regulation of breathing, maintains constant levels of blood and brain pH and partial pressure of CO2. We found that astrocytes of the brainstem chemoreceptor areas are highly chemosensitive. They responded to physiological decreases in pH with vigorous elevations in intracellular Ca2+ and release of adenosine triphosphate (ATP). ATP propagated astrocytic Ca2+ excitation, activated chemoreceptor neurons, and induced adaptive increases in breathing. Mimicking pH-evoked Ca2+ responses by means of optogenetic stimulation of astrocytes expressing channelrhodopsin-2 activated chemoreceptor neurons via an ATP-dependent mechanism and triggered robust respiratory responses in vivo. This demonstrates a potentially crucial role for brain glial cells in mediating a fundamental physiological reflex.",Astrocytes control breathing through pH-dependent release of ATP.,"Science (New York, N.Y.)",2010 Jul 30,"Gourine, Alexander V","Kasparov, Sergey"
32,20615999,"Humans and animals can learn that specific sensory cues in the environment predict aversive events through a form of associative learning termed fear conditioning. This learning occurs when the sensory cues are paired with an aversive event occurring in close temporal proximity. Activation of lateral amygdala (LA) pyramidal neurons by aversive stimuli is thought to drive the formation of these associative fear memories; yet, there have been no direct tests of this hypothesis. Here we demonstrate that viral-targeted, tissue-specific expression of the light-activated channelrhodopsin (ChR2) in LA pyramidal cells permitted optical control of LA neuronal activity. Using this approach we then paired an auditory sensory cue with optical stimulation of LA pyramidal neurons instead of an aversive stimulus. Subsequently presentation of the tone alone produced behavioral fear responses. These results demonstrate in vivo optogenetic control of LA neurons and provide compelling support for the idea that fear learning is instructed by aversive stimulus-induced activation of LA pyramidal cells.",Optical activation of lateral amygdala pyramidal cells instructs associative fear learning.,Proceedings of the National Academy of Sciences of the United States of America,2010 Jul 13,"Johansen, Joshua P","LeDoux, Joseph E"
33,20613723,"Neural circuits of the basal ganglia are critical for motor planning and action selection. Two parallel basal ganglia pathways have been described, and have been proposed to exert opposing influences on motor function. According to this classical model, activation of the 'direct' pathway facilitates movement and activation of the 'indirect' pathway inhibits movement. However, more recent anatomical and functional evidence has called into question the validity of this hypothesis. Because this model has never been empirically tested, the specific function of these circuits in behaving animals remains unknown. Here we report direct activation of basal ganglia circuitry in vivo, using optogenetic control of direct- and indirect-pathway medium spiny projection neurons (MSNs), achieved through Cre-dependent viral expression of channelrhodopsin-2 in the striatum of bacterial artificial chromosome transgenic mice expressing Cre recombinase under control of regulatory elements for the dopamine D1 or D2 receptor. Bilateral excitation of indirect-pathway MSNs elicited a parkinsonian state, distinguished by increased freezing, bradykinesia and decreased locomotor initiations. In contrast, activation of direct-pathway MSNs reduced freezing and increased locomotion. In a mouse model of Parkinson's disease, direct-pathway activation completely rescued deficits in freezing, bradykinesia and locomotor initiation. Taken together, our findings establish a critical role for basal ganglia circuitry in the bidirectional regulation of motor behaviour and indicate that modulation of direct-pathway circuitry may represent an effective therapeutic strategy for ameliorating parkinsonian motor deficits.",Regulation of parkinsonian motor behaviours by optogenetic control of basal ganglia circuitry.,Nature,2010 Jul 29,"Kravitz, Alexxai V","Kreitzer, Anatol C"
34,20576849,"Retinitis pigmentosa refers to a diverse group of hereditary diseases that lead to incurable blindness, affecting two million people worldwide. As a common pathology, rod photoreceptors die early, whereas light-insensitive, morphologically altered cone photoreceptors persist longer. It is unknown if these cones are accessible for therapeutic intervention. Here, we show that expression of archaebacterial halorhodopsin in light-insensitive cones can substitute for the native phototransduction cascade and restore light sensitivity in mouse models of retinitis pigmentosa. Resensitized photoreceptors activate all retinal cone pathways, drive sophisticated retinal circuit functions (including directional selectivity), activate cortical circuits, and mediate visually guided behaviors. Using human ex vivo retinas, we show that halorhodopsin can reactivate light-insensitive human photoreceptors. Finally, we identified blind patients with persisting, light-insensitive cones for potential halorhodopsin-based therapy.",Genetic reactivation of cone photoreceptors restores visual responses in retinitis pigmentosa.,"Science (New York, N.Y.)",2010 Jul 23,"Busskamp, Volker","Roska, Botond"
35,20484653,"Recent evidence suggests the intriguing possibility that midbrain dopaminergic (DAergic) neurons may use fast glutamatergic transmission to communicate with their postsynaptic targets. Because of technical limitations, direct demonstration of the existence of this signaling mechanism has been limited to experiments using cell culture preparations that often alter neuronal function including neurotransmitter phenotype. Consequently, it remains uncertain whether glutamatergic signaling between DAergic neurons and their postsynaptic targets exists under physiological conditions. Here, using an optogenetic approach, we provide the first conclusive demonstration that mesolimbic DAergic neurons in mice release glutamate and elicit excitatory postsynaptic responses in projection neurons of the nucleus accumbens. In addition, we describe the properties of the postsynaptic glutamatergic responses of these neurons during experimentally evoked burst firing of DAergic axons that reproduce the reward-related phasic population activity of the mesolimbic projection. These observations indicate that, in addition to DAergic mechanisms, mesolimbic reward signaling may involve glutamatergic transmission.",Glutamatergic signaling by mesolimbic dopamine neurons in the nucleus accumbens.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2010 May 19,"Tecuapetla, Fatuel","Koos, Tibor"
36,20473285,"Despite a rapidly-growing scientific and clinical brain imaging literature based on functional magnetic resonance imaging (fMRI) using blood oxygenation level-dependent (BOLD) signals, it remains controversial whether BOLD signals in a particular region can be caused by activation of local excitatory neurons. This difficult question is central to the interpretation and utility of BOLD, with major significance for fMRI studies in basic research and clinical applications. Using a novel integrated technology unifying optogenetic control of inputs with high-field fMRI signal readouts, we show here that specific stimulation of local CaMKIIalpha-expressing excitatory neurons, either in the neocortex or thalamus, elicits positive BOLD signals at the stimulus location with classical kinetics. We also show that optogenetic fMRI (of MRI) allows visualization of the causal effects of specific cell types defined not only by genetic identity and cell body location, but also by axonal projection target. Finally, we show that of MRI within the living and intact mammalian brain reveals BOLD signals in downstream targets distant from the stimulus, indicating that this approach can be used to map the global effects of controlling a local cell population. In this respect, unlike both conventional fMRI studies based on correlations and fMRI with electrical stimulation that will also directly drive afferent and nearby axons, this of MRI approach provides causal information about the global circuits recruited by defined local neuronal activity patterns. Together these findings provide an empirical foundation for the widely-used fMRI BOLD signal, and the features of of MRI define a potent tool that may be suitable for functional circuit analysis as well as global phenotyping of dysfunctional circuitry.",Global and local fMRI signals driven by neurons defined optogenetically by type and wiring.,Nature,2010 Jun 10,"Lee, Jin Hyung","Deisseroth, Karl"
37,20392955,"Dlx5 and Dlx6 homeobox genes are expressed in developing and mature cortical interneurons. Simultaneous deletion of Dlx5 and 6 results in exencephaly of the anterior brain; despite this defect, prenatal basal ganglia differentiation appeared largely intact, while tangential migration of Lhx6(+) and Mafb(+) interneurons to the cortex was reduced and disordered. The migration deficits were associated with reduced CXCR4 expression. Transplantation of mutant immature interneurons into a wild-type brain demonstrated that loss of either Dlx5 or Dlx5&6 preferentially reduced the number of mature parvalbumin(+) interneurons; those parvalbumin(+) interneurons that were present had increased dendritic branching. Dlx5/6(+/-) mice, which appear normal histologically, show spontaneous electrographic seizures and reduced power of gamma oscillations. Thus, Dlx5&6 appeared to be required for development and function of somal innervating (parvalbumin(+)) neocortical interneurons. This contrasts with Dlx1, whose function is required for dendrite innervating (calretinin(+), somatostatin(+), and neuropeptide Y(+)) interneurons (Cobos et al., 2005).",Dlx5 and Dlx6 regulate the development of parvalbumin-expressing cortical interneurons.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2010 Apr 14,"Wang, Yanling","Rubenstein, John L R"
38,20303157,"Optogenetic technologies employ light to control biological processes within targeted cells in vivo with high temporal precision. Here, we show that application of molecular trafficking principles can expand the optogenetic repertoire along several long-sought dimensions. Subcellular and transcellular trafficking strategies now permit (1) optical regulation at the far-red/infrared border and extension of optogenetic control across the entire visible spectrum, (2) increased potency of optical inhibition without increased light power requirement (nanoampere-scale chloride-mediated photocurrents that maintain the light sensitivity and reversible, step-like kinetic stability of earlier tools), and (3) generalizable strategies for targeting cells based not only on genetic identity, but also on morphology and tissue topology, to allow versatile targeting when promoters are not known or in genetically intractable organisms. Together, these results illustrate use of cell-biological principles to enable expansion of the versatile fast optogenetic technologies suitable for intact-systems biology and behavior.",Molecular and cellular approaches for diversifying and extending optogenetics.,Cell,2010 Apr 2,"Gradinaru, Viviana","Deisseroth, Karl"
39,20203662,"Elucidation of the neural substrates underlying complex animal behaviors depends on precise activity control tools, as well as compatible readout methods. Recent developments in optogenetics have addressed this need, opening up new possibilities for systems neuroscience. Interrogation of even deep neural circuits can be conducted by directly probing the necessity and sufficiency of defined circuit elements with millisecond-scale, cell type-specific optical perturbations, coupled with suitable readouts such as electrophysiology, optical circuit dynamics measures and freely moving behavior in mammals. Here we collect in detail our strategies for delivering microbial opsin genes to deep mammalian brain structures in vivo, along with protocols for integrating the resulting optical control with compatible readouts (electrophysiological, optical and behavioral). The procedures described here, from initial virus preparation to systems-level functional readout, can be completed within 4-5 weeks. Together, these methods may help in providing circuit-level insight into the dynamics underlying complex mammalian behaviors in health and disease.",Optogenetic interrogation of neural circuits: technology for probing mammalian brain structures.,Nature protocols,2010 Mar,"Zhang, Feng","Deisseroth, Karl"
40,20134425,"A major long-term goal of systems neuroscience is to identify the different roles of neural subtypes in brain circuit function. The ability to causally manipulate selective cell types is critical to meeting this goal. This protocol describes techniques for optically stimulating specific populations of excitatory neurons and inhibitory interneurons in vivo in combination with electrophysiology. Cell type selectivity is obtained using Cre-dependent expression of the light-activated channel Channelrhodopsin-2. We also describe approaches for minimizing optical interference with simultaneous extracellular and intracellular recording. These optogenetic techniques provide a spatially and temporally precise means of studying neural activity in the intact brain and allow a detailed examination of the effect of evoked activity on the surrounding local neural network. Injection of viral vectors requires 30-45 min, and in vivo electrophysiology with optogenetic stimulation requires 1-4 h.",Targeted optogenetic stimulation and recording of neurons in vivo using cell-type-specific expression of Channelrhodopsin-2.,Nature protocols,2010 Feb,"Cardin, Jessica A","Moore, Christopher I"
41,20126518,"The conditional expression of transgenes at high levels in sparse and specific populations of neurons is important for high-resolution optogenetic analyses of neuronal circuits. We explored two complementary methods, viral gene delivery and the iTet-Off system, to express transgenes in the brain of zebrafish. High-level gene expression in neurons was achieved by Sindbis and Rabies viruses. The Tet system produced strong and specific gene expression that could be modulated conveniently by doxycycline. Moreover, transgenic lines showed expression in distinct, sparse and stable populations of neurons that appeared to be subsets of the neurons targeted by the promoter driving the Tet-activator. The Tet system therefore provides the opportunity to generate libraries of diverse expression patterns similar to gene trap approaches or the thy-1 promoter in mice, but with the additional possibility to pre-select cell types of interest. In transgenic lines expressing channelrhodopsin-2, action potential firing could be precisely controlled by two-photon stimulation at low laser power, presumably because the expression levels of the Tet-controlled genes were high even in adults. In channelrhodopsin-2-expressing larvae, optical stimulation with a single blue LED evoked distinct swimming behaviors including backward swimming. These approaches provide new opportunities for the optogenetic dissection of neuronal circuit structure and function.",Optogenetic Dissection of Neuronal Circuits in Zebrafish using Viral Gene Transfer and the Tet System.,Frontiers in neural circuits,2009,"Zhu, Peixin","Friedrich, Rainer W"
42,20081849,"Channelrhodopsins such as channelrhodopsin-2 (ChR2) can drive spiking with millisecond precision in a wide variety of cells, tissues and animal species. However, several properties of this protein have limited the precision of optogenetic control. First, when ChR2 is expressed at high levels, extra spikes (for example, doublets) can occur in response to a single light pulse, with potential implications as doublets may be important for neural coding. Second, many cells cannot follow ChR2-driven spiking above the gamma (approximately 40 Hz) range in sustained trains, preventing temporally stationary optogenetic access to a broad and important neural signaling band. Finally, rapid optically driven spike trains can result in plateau potentials of 10 mV or more, causing incidental upstates with information-processing implications. We designed and validated an engineered opsin gene (ChETA) that addresses all of these limitations (profoundly reducing extra spikes, eliminating plateau potentials and allowing temporally stationary, sustained spike trains up to at least 200 Hz).",Ultrafast optogenetic control.,Nature neuroscience,2010 Mar,"Gunaydin, Lisa A","Hegemann, Peter"
43,20049703,"The neurodevelopmental disorder Williams-Beuren syndrome is caused by spontaneous approximately 1.5 Mb deletions comprising 25 genes on human chromosome 7q11.23. To functionally dissect the deletion and identify dosage-sensitive genes, we created two half-deletions of the conserved syntenic region on mouse chromosome 5G2. Proximal deletion (PD) mice lack Gtf2i to Limk1, distal deletion (DD) mice lack Limk1 to Fkbp6, and the double heterozygotes (D/P) model the complete human deletion. Gene transcript levels in brain are generally consistent with gene dosage. Increased sociability and acoustic startle response are associated with PD, and cognitive defects with DD. Both PD and D/P males are growth-retarded, while skulls are shortened and brains are smaller in DD and D/P. Lateral ventricle (LV) volumes are reduced, and neuronal cell density in the somatosensory cortex is increased, in PD and D/P. Motor skills are most impaired in D/P. Together, these partial deletion mice replicate crucial aspects of the human disorder and serve to identify genes and gene networks contributing to the neural substrates of complex behaviours and behavioural disorders.",Induced chromosome deletions cause hypersociability and other features of Williams-Beuren syndrome in mice.,EMBO molecular medicine,2009 Apr,"Li, Hong Hua","Francke, Uta"
44,19726652,"The hypocretins (Hcrts) (also called orexins) are two neuropeptides expressed in the lateral hypothalamus that play a crucial role in the stability of wakefulness. Previously, our laboratory demonstrated that in vivo photostimulation of Hcrt neurons genetically targeted with ChR2, a light-activated cation channel, was sufficient to increase the probability of an awakening event during both slow-wave sleep and rapid eye movement sleep. In the current study, we ask whether Hcrt-mediated sleep-to-wake transitions are affected by light/dark period and sleep pressure. We found that stimulation of Hcrt neurons increased the probability of an awakening event throughout the entire light/dark period but that this effect was diminished with sleep pressure induced by 2 or 4 h of sleep deprivation. Interestingly, photostimulation of Hcrt neurons was still sufficient to increase activity assessed by c-Fos expression in Hcrt neurons after sleep deprivation, although this stimulation did not cause an increase in transitions to wakefulness. In addition, we found that photostimulation of Hcrt neurons increases neural activity assessed by c-Fos expression in the downstream arousal-promoting locus ceruleus and tuberomammilary nucleus but not after 2 h of sleep deprivation. Finally, stimulation of Hcrt neurons was still sufficient to increase the probability of an awakening event in histidine decarboxylase-deficient knock-out animals. Collectively, these results suggest that the Hcrt system promotes wakefulness throughout the light/dark period by activating multiple downstream targets, which themselves are inhibited with increased sleep pressure.",Sleep homeostasis modulates hypocretin-mediated sleep-to-wake transitions.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2009 Sep 2,"Carter, Matthew E","de Lecea, Luis"
45,19721185,"Neural stimulation with high spatial and temporal precision is desirable both for studying the real-time dynamics of neural networks and for prospective clinical treatment of neurological diseases. Optical stimulation of genetically targeted neurons expressing the light sensitive channel protein Channelrhodopsin (ChR2) has recently been reported as a means for millisecond temporal control of neuronal spiking activities with cell-type selectivity. This offers the prospect of enabling local delivery of optical stimulation and the simultaneous monitoring of the neural activity by electrophysiological means, both in the vicinity of and distant to the stimulation site. We report here a novel dual-modality hybrid device, which consists of a tapered coaxial optical waveguide ('optrode') integrated into a 100 element intra-cortical multi-electrode recording array. We first demonstrate the dual optical delivery and electrical recording capability of the single optrode in in vitro preparations of mouse retina, photo-stimulating the native retinal photoreceptors while recording light-responsive activities from ganglion cells. The dual-modality array device was then used in ChR2 transfected mouse brain slices. Specifically, epileptiform events were reliably optically triggered by the optrode and their spatiotemporal patterns were simultaneously recorded by the multi-electrode array.",Integrated device for optical stimulation and spatiotemporal electrical recording of neural activity in light-sensitized brain tissue.,Journal of neural engineering,2009 Oct,"Zhang, Jiayi","Nurmikko, Arto V"
